model,example_index,class,prediction,band,gate
Contextual,5,low + high,low + high,<250 Hz,0.78730094
Contextual,5,low + high,low + high,250-500 Hz,0.81196344
Contextual,5,low + high,low + high,500-750 Hz,0.75583696
Contextual,5,low + high,low + high,750-1000 Hz,0.8290013
Contextual,5,low + high,low + high,1-1.5 kHz,0.67590934
Contextual,5,low + high,low + high,1.5-2.5 kHz,0.68384814
Contextual,5,low + high,low + high,2.5-4 kHz,0.69146746
Contextual,5,low + high,low + high,>4 kHz,0.575963
Contextual,6,low,low,<250 Hz,0.7627154
Contextual,6,low,low,250-500 Hz,0.80903256
Contextual,6,low,low,500-750 Hz,0.72332954
Contextual,6,low,low,750-1000 Hz,0.7668384
Contextual,6,low,low,1-1.5 kHz,0.58163553
Contextual,6,low,low,1.5-2.5 kHz,0.674885
Contextual,6,low,low,2.5-4 kHz,0.6877752
Contextual,6,low,low,>4 kHz,0.62186205
Contextual,7,high,mid,<250 Hz,0.74099034
Contextual,7,high,mid,250-500 Hz,0.7889823
Contextual,7,high,mid,500-750 Hz,0.73663133
Contextual,7,high,mid,750-1000 Hz,0.78602594
Contextual,7,high,mid,1-1.5 kHz,0.6316451
Contextual,7,high,mid,1.5-2.5 kHz,0.6781409
Contextual,7,high,mid,2.5-4 kHz,0.6822484
Contextual,7,high,mid,>4 kHz,0.5872391
Contextual,8,mid,mid,<250 Hz,0.74114263
Contextual,8,mid,mid,250-500 Hz,0.79662216
Contextual,8,mid,mid,500-750 Hz,0.7199414
Contextual,8,mid,mid,750-1000 Hz,0.7677504
Contextual,8,mid,mid,1-1.5 kHz,0.57134825
Contextual,8,mid,mid,1.5-2.5 kHz,0.7107506
Contextual,8,mid,mid,2.5-4 kHz,0.6824939
Contextual,8,mid,mid,>4 kHz,0.6331208
Contextual,9,mid,mid,<250 Hz,0.7422969
Contextual,9,mid,mid,250-500 Hz,0.79382247
Contextual,9,mid,mid,500-750 Hz,0.7258766
Contextual,9,mid,mid,750-1000 Hz,0.781144
Contextual,9,mid,mid,1-1.5 kHz,0.61123484
Contextual,9,mid,mid,1.5-2.5 kHz,0.6841652
Contextual,9,mid,mid,2.5-4 kHz,0.68504244
Contextual,9,mid,mid,>4 kHz,0.6064893
Contextual,10,mid,mid,<250 Hz,0.7430075
Contextual,10,mid,mid,250-500 Hz,0.7947784
Contextual,10,mid,mid,500-750 Hz,0.7144167
Contextual,10,mid,mid,750-1000 Hz,0.77023536
Contextual,10,mid,mid,1-1.5 kHz,0.6030081
Contextual,10,mid,mid,1.5-2.5 kHz,0.67342335
Contextual,10,mid,mid,2.5-4 kHz,0.6904803
Contextual,10,mid,mid,>4 kHz,0.62057817
Contextual,11,low + high,low,<250 Hz,0.7500673
Contextual,11,low + high,low,250-500 Hz,0.817515
Contextual,11,low + high,low,500-750 Hz,0.68834776
Contextual,11,low + high,low,750-1000 Hz,0.7520535
Contextual,11,low + high,low,1-1.5 kHz,0.5776778
Contextual,11,low + high,low,1.5-2.5 kHz,0.63322437
Contextual,11,low + high,low,2.5-4 kHz,0.7116789
Contextual,11,low + high,low,>4 kHz,0.67666507
Contextual,12,high,low + high,<250 Hz,0.8110009
Contextual,12,high,low + high,250-500 Hz,0.81806475
Contextual,12,high,low + high,500-750 Hz,0.78845006
Contextual,12,high,low + high,750-1000 Hz,0.8634629
Contextual,12,high,low + high,1-1.5 kHz,0.71375805
Contextual,12,high,low + high,1.5-2.5 kHz,0.7045774
Contextual,12,high,low + high,2.5-4 kHz,0.6787818
Contextual,12,high,low + high,>4 kHz,0.53088665
Contextual,13,high,high,<250 Hz,0.7777375
Contextual,13,high,high,250-500 Hz,0.8224419
Contextual,13,high,high,500-750 Hz,0.762925
Contextual,13,high,high,750-1000 Hz,0.8175267
Contextual,13,high,high,1-1.5 kHz,0.60753495
Contextual,13,high,high,1.5-2.5 kHz,0.7219082
Contextual,13,high,high,2.5-4 kHz,0.6694405
Contextual,13,high,high,>4 kHz,0.5921428
Contextual,14,mid,mid,<250 Hz,0.7298691
Contextual,14,mid,mid,250-500 Hz,0.78905046
Contextual,14,mid,mid,500-750 Hz,0.7129748
Contextual,14,mid,mid,750-1000 Hz,0.75911075
Contextual,14,mid,mid,1-1.5 kHz,0.5803894
Contextual,14,mid,mid,1.5-2.5 kHz,0.6995593
Contextual,14,mid,mid,2.5-4 kHz,0.6858068
Contextual,14,mid,mid,>4 kHz,0.6351448
Contextual,15,mid,mid,<250 Hz,0.7434601
Contextual,15,mid,mid,250-500 Hz,0.8010616
Contextual,15,mid,mid,500-750 Hz,0.71797025
Contextual,15,mid,mid,750-1000 Hz,0.7642074
Contextual,15,mid,mid,1-1.5 kHz,0.55990267
Contextual,15,mid,mid,1.5-2.5 kHz,0.7148431
Contextual,15,mid,mid,2.5-4 kHz,0.68290466
Contextual,15,mid,mid,>4 kHz,0.6449181
Contextual,16,mid,mid,<250 Hz,0.72133154
Contextual,16,mid,mid,250-500 Hz,0.78798777
Contextual,16,mid,mid,500-750 Hz,0.72199845
Contextual,16,mid,mid,750-1000 Hz,0.75636005
Contextual,16,mid,mid,1-1.5 kHz,0.5531873
Contextual,16,mid,mid,1.5-2.5 kHz,0.7419597
Contextual,16,mid,mid,2.5-4 kHz,0.67010003
Contextual,16,mid,mid,>4 kHz,0.64636564
Contextual,17,mid,mid,<250 Hz,0.7189978
Contextual,17,mid,mid,250-500 Hz,0.78095543
Contextual,17,mid,mid,500-750 Hz,0.713783
Contextual,17,mid,mid,750-1000 Hz,0.74303246
Contextual,17,mid,mid,1-1.5 kHz,0.55283713
Contextual,17,mid,mid,1.5-2.5 kHz,0.72050315
Contextual,17,mid,mid,2.5-4 kHz,0.6775971
Contextual,17,mid,mid,>4 kHz,0.6369032
Contextual,18,low,low,<250 Hz,0.7524981
Contextual,18,low,low,250-500 Hz,0.80072004
Contextual,18,low,low,500-750 Hz,0.7189028
Contextual,18,low,low,750-1000 Hz,0.75896376
Contextual,18,low,low,1-1.5 kHz,0.5896396
Contextual,18,low,low,1.5-2.5 kHz,0.6650892
Contextual,18,low,low,2.5-4 kHz,0.6886884
Contextual,18,low,low,>4 kHz,0.6188666
Contextual,19,low,low,<250 Hz,0.7332516
Contextual,19,low,low,250-500 Hz,0.7954676
Contextual,19,low,low,500-750 Hz,0.70314753
Contextual,19,low,low,750-1000 Hz,0.74055666
Contextual,19,low,low,1-1.5 kHz,0.58028704
Contextual,19,low,low,1.5-2.5 kHz,0.6662599
Contextual,19,low,low,2.5-4 kHz,0.6966799
Contextual,19,low,low,>4 kHz,0.64731044
Contextual,20,low + high,low,<250 Hz,0.73937744
Contextual,20,low + high,low,250-500 Hz,0.80444956
Contextual,20,low + high,low,500-750 Hz,0.6863351
Contextual,20,low + high,low,750-1000 Hz,0.7407019
Contextual,20,low + high,low,1-1.5 kHz,0.57555234
Contextual,20,low + high,low,1.5-2.5 kHz,0.63506913
Contextual,20,low + high,low,2.5-4 kHz,0.706217
Contextual,20,low + high,low,>4 kHz,0.65808785
Contextual,21,high,mid,<250 Hz,0.7580068
Contextual,21,high,mid,250-500 Hz,0.8082362
Contextual,21,high,mid,500-750 Hz,0.7236759
Contextual,21,high,mid,750-1000 Hz,0.7765884
Contextual,21,high,mid,1-1.5 kHz,0.5432193
Contextual,21,high,mid,1.5-2.5 kHz,0.7321896
Contextual,21,high,mid,2.5-4 kHz,0.6757469
Contextual,21,high,mid,>4 kHz,0.6425261
Contextual,22,low + high,high,<250 Hz,0.7996088
Contextual,22,low + high,high,250-500 Hz,0.81899476
Contextual,22,low + high,high,500-750 Hz,0.7850238
Contextual,22,low + high,high,750-1000 Hz,0.857029
Contextual,22,low + high,high,1-1.5 kHz,0.6975383
Contextual,22,low + high,high,1.5-2.5 kHz,0.7007425
Contextual,22,low + high,high,2.5-4 kHz,0.6780786
Contextual,22,low + high,high,>4 kHz,0.53839046
Contextual,23,low + high,low + high,<250 Hz,0.76521707
Contextual,23,low + high,low + high,250-500 Hz,0.816571
Contextual,23,low + high,low + high,500-750 Hz,0.7183583
Contextual,23,low + high,low + high,750-1000 Hz,0.79243666
Contextual,23,low + high,low + high,1-1.5 kHz,0.6336054
Contextual,23,low + high,low + high,1.5-2.5 kHz,0.65279424
Contextual,23,low + high,low + high,2.5-4 kHz,0.7086097
Contextual,23,low + high,low + high,>4 kHz,0.6376402
Contextual,24,mid,low + high,<250 Hz,0.74056494
Contextual,24,mid,low + high,250-500 Hz,0.80489534
Contextual,24,mid,low + high,500-750 Hz,0.6991323
Contextual,24,mid,low + high,750-1000 Hz,0.75922096
Contextual,24,mid,low + high,1-1.5 kHz,0.5992384
Contextual,24,mid,low + high,1.5-2.5 kHz,0.6426976
Contextual,24,mid,low + high,2.5-4 kHz,0.70418406
Contextual,24,mid,low + high,>4 kHz,0.6475347
Contextual,25,low,low,<250 Hz,0.74048716
Contextual,25,low,low,250-500 Hz,0.80879676
Contextual,25,low,low,500-750 Hz,0.6865945
Contextual,25,low,low,750-1000 Hz,0.7461326
Contextual,25,low,low,1-1.5 kHz,0.5823412
Contextual,25,low,low,1.5-2.5 kHz,0.6313855
Contextual,25,low,low,2.5-4 kHz,0.7100644
Contextual,25,low,low,>4 kHz,0.6648021
Contextual,26,low + high,low,<250 Hz,0.74050313
Contextual,26,low + high,low,250-500 Hz,0.7970465
Contextual,26,low + high,low,500-750 Hz,0.6957534
Contextual,26,low + high,low,750-1000 Hz,0.74834436
Contextual,26,low + high,low,1-1.5 kHz,0.59741044
Contextual,26,low + high,low,1.5-2.5 kHz,0.6360456
Contextual,26,low + high,low,2.5-4 kHz,0.70227385
Contextual,26,low + high,low,>4 kHz,0.6362837
Contextual,27,low,low,<250 Hz,0.7542739
Contextual,27,low,low,250-500 Hz,0.8024733
Contextual,27,low,low,500-750 Hz,0.72583604
Contextual,27,low,low,750-1000 Hz,0.7659916
Contextual,27,low,low,1-1.5 kHz,0.5993539
Contextual,27,low,low,1.5-2.5 kHz,0.6682544
Contextual,27,low,low,2.5-4 kHz,0.68614125
Contextual,27,low,low,>4 kHz,0.6176759
Contextual,28,low + high,low,<250 Hz,0.75038004
Contextual,28,low + high,low,250-500 Hz,0.81230634
Contextual,28,low + high,low,500-750 Hz,0.6990527
Contextual,28,low + high,low,750-1000 Hz,0.7649541
Contextual,28,low + high,low,1-1.5 kHz,0.6064076
Contextual,28,low + high,low,1.5-2.5 kHz,0.6331463
Contextual,28,low + high,low,2.5-4 kHz,0.71019554
Contextual,28,low + high,low,>4 kHz,0.6570118
Contextual,29,low,mid,<250 Hz,0.707448
Contextual,29,low,mid,250-500 Hz,0.76104736
Contextual,29,low,mid,500-750 Hz,0.704071
Contextual,29,low,mid,750-1000 Hz,0.7197828
Contextual,29,low,mid,1-1.5 kHz,0.5646375
Contextual,29,low,mid,1.5-2.5 kHz,0.6853659
Contextual,29,low,mid,2.5-4 kHz,0.6780801
Contextual,29,low,mid,>4 kHz,0.6122383
Contextual,30,low + high,low,<250 Hz,0.7464338
Contextual,30,low + high,low,250-500 Hz,0.81309676
Contextual,30,low + high,low,500-750 Hz,0.68788
Contextual,30,low + high,low,750-1000 Hz,0.74728054
Contextual,30,low + high,low,1-1.5 kHz,0.5746129
Contextual,30,low + high,low,1.5-2.5 kHz,0.63744247
Contextual,30,low + high,low,2.5-4 kHz,0.70862955
Contextual,30,low + high,low,>4 kHz,0.6721515
Contextual,31,low + high,low + high,<250 Hz,0.79886717
Contextual,31,low + high,low + high,250-500 Hz,0.8186389
Contextual,31,low + high,low + high,500-750 Hz,0.7655307
Contextual,31,low + high,low + high,750-1000 Hz,0.8422697
Contextual,31,low + high,low + high,1-1.5 kHz,0.68486065
Contextual,31,low + high,low + high,1.5-2.5 kHz,0.69631314
Contextual,31,low + high,low + high,2.5-4 kHz,0.69136804
Contextual,31,low + high,low + high,>4 kHz,0.5723881
Contextual,32,low + high,low + high,<250 Hz,0.74438035
Contextual,32,low + high,low + high,250-500 Hz,0.8030426
Contextual,32,low + high,low + high,500-750 Hz,0.7126752
Contextual,32,low + high,low + high,750-1000 Hz,0.7760654
Contextual,32,low + high,low + high,1-1.5 kHz,0.61325
Contextual,32,low + high,low + high,1.5-2.5 kHz,0.6609793
Contextual,32,low + high,low + high,2.5-4 kHz,0.6966533
Contextual,32,low + high,low + high,>4 kHz,0.6316431
Contextual,33,mid,high,<250 Hz,0.7493368
Contextual,33,mid,high,250-500 Hz,0.79369795
Contextual,33,mid,high,500-750 Hz,0.7311529
Contextual,33,mid,high,750-1000 Hz,0.7780731
Contextual,33,mid,high,1-1.5 kHz,0.5965778
Contextual,33,mid,high,1.5-2.5 kHz,0.70024264
Contextual,33,mid,high,2.5-4 kHz,0.681938
Contextual,33,mid,high,>4 kHz,0.60349405
Contextual,34,mid,mid,<250 Hz,0.74057364
Contextual,34,mid,mid,250-500 Hz,0.8067673
Contextual,34,mid,mid,500-750 Hz,0.69795954
Contextual,34,mid,mid,750-1000 Hz,0.7494897
Contextual,34,mid,mid,1-1.5 kHz,0.58771676
Contextual,34,mid,mid,1.5-2.5 kHz,0.64866614
Contextual,34,mid,mid,2.5-4 kHz,0.7052286
Contextual,34,mid,mid,>4 kHz,0.6599206
Contextual,35,mid,mid,<250 Hz,0.73502284
Contextual,35,mid,mid,250-500 Hz,0.7947567
Contextual,35,mid,mid,500-750 Hz,0.7010275
Contextual,35,mid,mid,750-1000 Hz,0.74729294
Contextual,35,mid,mid,1-1.5 kHz,0.5868639
Contextual,35,mid,mid,1.5-2.5 kHz,0.65832263
Contextual,35,mid,mid,2.5-4 kHz,0.6971222
Contextual,35,mid,mid,>4 kHz,0.6396359
Contextual,36,low + high,mid,<250 Hz,0.7362858
Contextual,36,low + high,mid,250-500 Hz,0.7941316
Contextual,36,low + high,mid,500-750 Hz,0.7066621
Contextual,36,low + high,mid,750-1000 Hz,0.75780314
Contextual,36,low + high,mid,1-1.5 kHz,0.6004372
Contextual,36,low + high,mid,1.5-2.5 kHz,0.65741825
Contextual,36,low + high,mid,2.5-4 kHz,0.69553244
Contextual,36,low + high,mid,>4 kHz,0.6283887
Contextual,37,high,high,<250 Hz,0.8031381
Contextual,37,high,high,250-500 Hz,0.82539856
Contextual,37,high,high,500-750 Hz,0.78458124
Contextual,37,high,high,750-1000 Hz,0.84758
Contextual,37,high,high,1-1.5 kHz,0.6640707
Contextual,37,high,high,1.5-2.5 kHz,0.71383184
Contextual,37,high,high,2.5-4 kHz,0.6773998
Contextual,37,high,high,>4 kHz,0.54827595
Contextual,38,mid,mid,<250 Hz,0.7748318
Contextual,38,mid,mid,250-500 Hz,0.8132671
Contextual,38,mid,mid,500-750 Hz,0.72894925
Contextual,38,mid,mid,750-1000 Hz,0.798544
Contextual,38,mid,mid,1-1.5 kHz,0.61801994
Contextual,38,mid,mid,1.5-2.5 kHz,0.68648976
Contextual,38,mid,mid,2.5-4 kHz,0.6943539
Contextual,38,mid,mid,>4 kHz,0.622424
Contextual,39,low,low,<250 Hz,0.76730233
Contextual,39,low,low,250-500 Hz,0.8168388
Contextual,39,low,low,500-750 Hz,0.72027725
Contextual,39,low,low,750-1000 Hz,0.76681703
Contextual,39,low,low,1-1.5 kHz,0.55871195
Contextual,39,low,low,1.5-2.5 kHz,0.6913272
Contextual,39,low,low,2.5-4 kHz,0.6886748
Contextual,39,low,low,>4 kHz,0.6427735
Contextual,40,low,low,<250 Hz,0.7737154
Contextual,40,low,low,250-500 Hz,0.8188125
Contextual,40,low,low,500-750 Hz,0.7380482
Contextual,40,low,low,750-1000 Hz,0.78615636
Contextual,40,low,low,1-1.5 kHz,0.5996113
Contextual,40,low,low,1.5-2.5 kHz,0.67638624
Contextual,40,low,low,2.5-4 kHz,0.6855993
Contextual,40,low,low,>4 kHz,0.61693525
Contextual,41,high,high,<250 Hz,0.7797784
Contextual,41,high,high,250-500 Hz,0.8241849
Contextual,41,high,high,500-750 Hz,0.7703036
Contextual,41,high,high,750-1000 Hz,0.83112544
Contextual,41,high,high,1-1.5 kHz,0.63002664
Contextual,41,high,high,1.5-2.5 kHz,0.7188406
Contextual,41,high,high,2.5-4 kHz,0.66853976
Contextual,41,high,high,>4 kHz,0.5806634
Contextual,42,low,low,<250 Hz,0.7456839
Contextual,42,low,low,250-500 Hz,0.81729275
Contextual,42,low,low,500-750 Hz,0.688524
Contextual,42,low,low,750-1000 Hz,0.7573268
Contextual,42,low,low,1-1.5 kHz,0.5917289
Contextual,42,low,low,1.5-2.5 kHz,0.6278615
Contextual,42,low,low,2.5-4 kHz,0.71520394
Contextual,42,low,low,>4 kHz,0.67679036
Contextual,43,mid,mid,<250 Hz,0.74341094
Contextual,43,mid,mid,250-500 Hz,0.79395485
Contextual,43,mid,mid,500-750 Hz,0.7206371
Contextual,43,mid,mid,750-1000 Hz,0.7754477
Contextual,43,mid,mid,1-1.5 kHz,0.59890985
Contextual,43,mid,mid,1.5-2.5 kHz,0.68759036
Contextual,43,mid,mid,2.5-4 kHz,0.68547237
Contextual,43,mid,mid,>4 kHz,0.61475223
Contextual,44,mid,high,<250 Hz,0.7298265
Contextual,44,mid,high,250-500 Hz,0.7551416
Contextual,44,mid,high,500-750 Hz,0.7160749
Contextual,44,mid,high,750-1000 Hz,0.7344529
Contextual,44,mid,high,1-1.5 kHz,0.58685917
Contextual,44,mid,high,1.5-2.5 kHz,0.66042244
Contextual,44,mid,high,2.5-4 kHz,0.6634964
Contextual,44,mid,high,>4 kHz,0.5580885
Contextual,45,high,high,<250 Hz,0.7931641
Contextual,45,high,high,250-500 Hz,0.82301223
Contextual,45,high,high,500-750 Hz,0.7827206
Contextual,45,high,high,750-1000 Hz,0.82950574
Contextual,45,high,high,1-1.5 kHz,0.6135362
Contextual,45,high,high,1.5-2.5 kHz,0.74293286
Contextual,45,high,high,2.5-4 kHz,0.65164626
Contextual,45,high,high,>4 kHz,0.5642515
Contextual,46,low + high,low + high,<250 Hz,0.7454357
Contextual,46,low + high,low + high,250-500 Hz,0.8083237
Contextual,46,low + high,low + high,500-750 Hz,0.7140513
Contextual,46,low + high,low + high,750-1000 Hz,0.7807403
Contextual,46,low + high,low + high,1-1.5 kHz,0.61940765
Contextual,46,low + high,low + high,1.5-2.5 kHz,0.65559345
Contextual,46,low + high,low + high,2.5-4 kHz,0.7000876
Contextual,46,low + high,low + high,>4 kHz,0.6368092
Contextual,47,low + high,mid,<250 Hz,0.7437758
Contextual,47,low + high,mid,250-500 Hz,0.801224
Contextual,47,low + high,mid,500-750 Hz,0.709731
Contextual,47,low + high,mid,750-1000 Hz,0.76954305
Contextual,47,low + high,mid,1-1.5 kHz,0.60730386
Contextual,47,low + high,mid,1.5-2.5 kHz,0.65704244
Contextual,47,low + high,mid,2.5-4 kHz,0.6967889
Contextual,47,low + high,mid,>4 kHz,0.6310553
Contextual,48,high,high,<250 Hz,0.7659754
Contextual,48,high,high,250-500 Hz,0.8082888
Contextual,48,high,high,500-750 Hz,0.759504
Contextual,48,high,high,750-1000 Hz,0.8129576
Contextual,48,high,high,1-1.5 kHz,0.6290669
Contextual,48,high,high,1.5-2.5 kHz,0.70397574
Contextual,48,high,high,2.5-4 kHz,0.6728519
Contextual,48,high,high,>4 kHz,0.5737908
Contextual,49,low + high,low + high,<250 Hz,0.74497336
Contextual,49,low + high,low + high,250-500 Hz,0.8121714
Contextual,49,low + high,low + high,500-750 Hz,0.706528
Contextual,49,low + high,low + high,750-1000 Hz,0.7737074
Contextual,49,low + high,low + high,1-1.5 kHz,0.61255586
Contextual,49,low + high,low + high,1.5-2.5 kHz,0.6431587
Contextual,49,low + high,low + high,2.5-4 kHz,0.70621806
Contextual,49,low + high,low + high,>4 kHz,0.64961994
Contextual,50,low + high,low + high,<250 Hz,0.7463257
Contextual,50,low + high,low + high,250-500 Hz,0.80734867
Contextual,50,low + high,low + high,500-750 Hz,0.71561253
Contextual,50,low + high,low + high,750-1000 Hz,0.78238285
Contextual,50,low + high,low + high,1-1.5 kHz,0.61991453
Contextual,50,low + high,low + high,1.5-2.5 kHz,0.65986323
Contextual,50,low + high,low + high,2.5-4 kHz,0.69832367
Contextual,50,low + high,low + high,>4 kHz,0.6342025
Contextual,51,high,high,<250 Hz,0.77645206
Contextual,51,high,high,250-500 Hz,0.81917185
Contextual,51,high,high,500-750 Hz,0.76266277
Contextual,51,high,high,750-1000 Hz,0.8121772
Contextual,51,high,high,1-1.5 kHz,0.6017529
Contextual,51,high,high,1.5-2.5 kHz,0.7216556
Contextual,51,high,high,2.5-4 kHz,0.6674153
Contextual,51,high,high,>4 kHz,0.58722943
Contextual,52,low,low,<250 Hz,0.7351566
Contextual,52,low,low,250-500 Hz,0.8021088
Contextual,52,low,low,500-750 Hz,0.70957005
Contextual,52,low,low,750-1000 Hz,0.74959403
Contextual,52,low,low,1-1.5 kHz,0.58349824
Contextual,52,low,low,1.5-2.5 kHz,0.68210834
Contextual,52,low,low,2.5-4 kHz,0.6950677
Contextual,52,low,low,>4 kHz,0.6611709
Contextual,53,high,high,<250 Hz,0.78408015
Contextual,53,high,high,250-500 Hz,0.818066
Contextual,53,high,high,500-750 Hz,0.7713546
Contextual,53,high,high,750-1000 Hz,0.81399274
Contextual,53,high,high,1-1.5 kHz,0.59573364
Contextual,53,high,high,1.5-2.5 kHz,0.7440064
Contextual,53,high,high,2.5-4 kHz,0.64641786
Contextual,53,high,high,>4 kHz,0.5848898
Contextual,54,high,high,<250 Hz,0.7739489
Contextual,54,high,high,250-500 Hz,0.81635845
Contextual,54,high,high,500-750 Hz,0.7638941
Contextual,54,high,high,750-1000 Hz,0.8181463
Contextual,54,high,high,1-1.5 kHz,0.61878335
Contextual,54,high,high,1.5-2.5 kHz,0.7137696
Contextual,54,high,high,2.5-4 kHz,0.66859406
Contextual,54,high,high,>4 kHz,0.5777854
Contextual,55,low,low,<250 Hz,0.74817216
Contextual,55,low,low,250-500 Hz,0.8013721
Contextual,55,low,low,500-750 Hz,0.7165975
Contextual,55,low,low,750-1000 Hz,0.7573594
Contextual,55,low,low,1-1.5 kHz,0.59475917
Contextual,55,low,low,1.5-2.5 kHz,0.6612244
Contextual,55,low,low,2.5-4 kHz,0.69069
Contextual,55,low,low,>4 kHz,0.6293233
Contextual,56,low,low,<250 Hz,0.78123236
Contextual,56,low,low,250-500 Hz,0.83465105
Contextual,56,low,low,500-750 Hz,0.7242848
Contextual,56,low,low,750-1000 Hz,0.78042305
Contextual,56,low,low,1-1.5 kHz,0.5709671
Contextual,56,low,low,1.5-2.5 kHz,0.6771553
Contextual,56,low,low,2.5-4 kHz,0.69489694
Contextual,56,low,low,>4 kHz,0.65936565
Contextual,57,low,low,<250 Hz,0.78959364
Contextual,57,low,low,250-500 Hz,0.83854336
Contextual,57,low,low,500-750 Hz,0.7480511
Contextual,57,low,low,750-1000 Hz,0.80384254
Contextual,57,low,low,1-1.5 kHz,0.5234213
Contextual,57,low,low,1.5-2.5 kHz,0.76454663
Contextual,57,low,low,2.5-4 kHz,0.6568553
Contextual,57,low,low,>4 kHz,0.6589195
Contextual,58,low,low,<250 Hz,0.789308
Contextual,58,low,low,250-500 Hz,0.83790416
Contextual,58,low,low,500-750 Hz,0.746414
Contextual,58,low,low,750-1000 Hz,0.80183
Contextual,58,low,low,1-1.5 kHz,0.5267809
Contextual,58,low,low,1.5-2.5 kHz,0.75878364
Contextual,58,low,low,2.5-4 kHz,0.65993965
Contextual,58,low,low,>4 kHz,0.65839666
Contextual,59,low + high,low + high,<250 Hz,0.77731806
Contextual,59,low + high,low + high,250-500 Hz,0.8236182
Contextual,59,low + high,low + high,500-750 Hz,0.73838687
Contextual,59,low + high,low + high,750-1000 Hz,0.8209913
Contextual,59,low + high,low + high,1-1.5 kHz,0.6662375
Contextual,59,low + high,low + high,1.5-2.5 kHz,0.66129357
Contextual,59,low + high,low + high,2.5-4 kHz,0.70699453
Contextual,59,low + high,low + high,>4 kHz,0.6222534
Contextual,60,high,low,<250 Hz,0.78516227
Contextual,60,high,low,250-500 Hz,0.8326482
Contextual,60,high,low,500-750 Hz,0.7471253
Contextual,60,high,low,750-1000 Hz,0.79797924
Contextual,60,high,low,1-1.5 kHz,0.53090763
Contextual,60,high,low,1.5-2.5 kHz,0.7561444
Contextual,60,high,low,2.5-4 kHz,0.6604989
Contextual,60,high,low,>4 kHz,0.6474814
Contextual,61,low + high,mid,<250 Hz,0.73978937
Contextual,61,low + high,mid,250-500 Hz,0.7933748
Contextual,61,low + high,mid,500-750 Hz,0.71560305
Contextual,61,low + high,mid,750-1000 Hz,0.7696474
Contextual,61,low + high,mid,1-1.5 kHz,0.60936874
Contextual,61,low + high,mid,1.5-2.5 kHz,0.66617507
Contextual,61,low + high,mid,2.5-4 kHz,0.690902
Contextual,61,low + high,mid,>4 kHz,0.6152484
Contextual,62,low + high,low + high,<250 Hz,0.7894752
Contextual,62,low + high,low + high,250-500 Hz,0.821266
Contextual,62,low + high,low + high,500-750 Hz,0.7555499
Contextual,62,low + high,low + high,750-1000 Hz,0.8339395
Contextual,62,low + high,low + high,1-1.5 kHz,0.67389596
Contextual,62,low + high,low + high,1.5-2.5 kHz,0.6870179
Contextual,62,low + high,low + high,2.5-4 kHz,0.69638187
Contextual,62,low + high,low + high,>4 kHz,0.59411675
Contextual,63,high,high,<250 Hz,0.8023363
Contextual,63,high,high,250-500 Hz,0.8286136
Contextual,63,high,high,500-750 Hz,0.7836776
Contextual,63,high,high,750-1000 Hz,0.8399276
Contextual,63,high,high,1-1.5 kHz,0.6360597
Contextual,63,high,high,1.5-2.5 kHz,0.7271612
Contextual,63,high,high,2.5-4 kHz,0.6701102
Contextual,63,high,high,>4 kHz,0.5590084
Contextual,64,mid,low,<250 Hz,0.7479488
Contextual,64,mid,low,250-500 Hz,0.81091034
Contextual,64,mid,low,500-750 Hz,0.6920652
Contextual,64,mid,low,750-1000 Hz,0.74899113
Contextual,64,mid,low,1-1.5 kHz,0.5764888
Contextual,64,mid,low,1.5-2.5 kHz,0.64417845
Contextual,64,mid,low,2.5-4 kHz,0.7054997
Contextual,64,mid,low,>4 kHz,0.6671174
Contextual,65,low,low,<250 Hz,0.7744097
Contextual,65,low,low,250-500 Hz,0.82357097
Contextual,65,low,low,500-750 Hz,0.7293986
Contextual,65,low,low,750-1000 Hz,0.78185046
Contextual,65,low,low,1-1.5 kHz,0.58923346
Contextual,65,low,low,1.5-2.5 kHz,0.67297196
Contextual,65,low,low,2.5-4 kHz,0.689982
Contextual,65,low,low,>4 kHz,0.63430285
Contextual,66,mid,mid,<250 Hz,0.73388094
Contextual,66,mid,mid,250-500 Hz,0.79579484
Contextual,66,mid,mid,500-750 Hz,0.7042737
Contextual,66,mid,mid,750-1000 Hz,0.74189734
Contextual,66,mid,mid,1-1.5 kHz,0.577866
Contextual,66,mid,mid,1.5-2.5 kHz,0.6728764
Contextual,66,mid,mid,2.5-4 kHz,0.69369406
Contextual,66,mid,mid,>4 kHz,0.65038186
Contextual,67,low,low,<250 Hz,0.74033135
Contextual,67,low,low,250-500 Hz,0.80717903
Contextual,67,low,low,500-750 Hz,0.7037573
Contextual,67,low,low,750-1000 Hz,0.750341
Contextual,67,low,low,1-1.5 kHz,0.5936656
Contextual,67,low,low,1.5-2.5 kHz,0.64883155
Contextual,67,low,low,2.5-4 kHz,0.70424575
Contextual,67,low,low,>4 kHz,0.6575186
Contextual,68,high,high,<250 Hz,0.78587085
Contextual,68,high,high,250-500 Hz,0.8113666
Contextual,68,high,high,500-750 Hz,0.77345604
Contextual,68,high,high,750-1000 Hz,0.8407096
Contextual,68,high,high,1-1.5 kHz,0.6786405
Contextual,68,high,high,1.5-2.5 kHz,0.692409
Contextual,68,high,high,2.5-4 kHz,0.6770894
Contextual,68,high,high,>4 kHz,0.54628587
Contextual,69,low,low,<250 Hz,0.74427724
